case_id,question_ar,department_code,department_ar,operational_metric,operational_metric_ar,synthetic_value,unit,risk_status,question_tool,question_tool_type,question_type,list,answer_type,intent,cognitive_level,subjectivity,temporal_context,expected_time_scope,purpose_context,bi_purpose_target,expected_answer_form,reference_answer_ar,direct_answer_without_conditioning_ar,conditioned_answer_ar,answer_form_adherent_without,answer_form_adherent_with,temporal_adherent_without,temporal_adherent_with,purpose_aligned_without,purpose_aligned_with,split,notes,AAFAQ_QuestionID,AAFAQ_QuestionText,AAFAQ_QuestionParticle,AAFAQ_QuestionParticleType,AAFAQ_QuestionType,AAFAQ_List,AAFAQ_AnswerType,AAFAQ_Intent,AAFAQ_CognitiveLevel,AAFAQ_Category,AAFAQ_ComplexityLevel,AAFAQ_Subjectivity,AAFAQ_TemporalContext,AAFAQ_PurposeContext,AAFAQ_AnswerSourceText,AAFAQ_Answer
HBI-0760,كم هو زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي؟,PHARM,الصيدلية,radiology turnaround time,زمن إنجاز تقارير الأشعة,6.8,ساعة,متوسط,كم,simple_interrogative,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي يساوي 6.8 ساعة، ويصنف تشغيليًا بأنه متوسط.,زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي يساوي 6.8 ساعة، ويصنف تشغيليًا بأنه متوسط.,زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي يساوي 6.8 ساعة، ويصنف تشغيليًا بأنه متوسط.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600760,كم هو زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي؟,كم,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة زمن إنجاز تقارير الأشعة 6.8 ساعة ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,زمن إنجاز تقارير الأشعة في الصيدلية الشهر الماضي يساوي 6.8 ساعة، ويصنف تشغيليًا بأنه متوسط.
HBI-0761,ما السبب المحتمل لتغير زمن إنجاز نتائج المختبر في أقسام التنويم في الربع الأول من 2026 في المنطقة د؟,WARD,أقسام التنويم,lab turnaround time,زمن إنجاز نتائج المختبر,118,دقيقة,مرتفع,لماذا,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,specific_time,في الربع الأول من 2026,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في أقسام التنويم في الربع الأول من 2026 هي 118 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,الوضع في أقسام التنويم يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في أقسام التنويم في الربع الأول من 2026 هي 118 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,0,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600761,ما السبب المحتمل لتغير زمن إنجاز نتائج المختبر في أقسام التنويم في الربع الأول من 2026 في المنطقة د؟,ما,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,وقت محدد,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة زمن إنجاز نتائج المختبر 118 دقيقة ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في أقسام التنويم في الربع الأول من 2026 هي 118 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0762,ما القرار التشغيلي المناسب إذا استمر معدل إشغال الأسرة في الصيدلية في الربع الأول من 2026 في المنطقة د خلال الوردية المسائية؟,PHARM,الصيدلية,bed occupancy,معدل إشغال الأسرة,69.1,%,منخفض,هل,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,specific_time,في الربع الأول من 2026,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة معدل إشغال الأسرة في الصيدلية في الربع الأول من 2026 وهي 69.1 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,الوضع في الصيدلية يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,بناءً على قيمة معدل إشغال الأسرة في الصيدلية في الربع الأول من 2026 وهي 69.1 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,0,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600762,ما القرار التشغيلي المناسب إذا استمر معدل إشغال الأسرة في الصيدلية في الربع الأول من 2026 في المنطقة د خلال الوردية المسائية؟,ما,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,وقت محدد,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة معدل إشغال الأسرة 69.1 % ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة معدل إشغال الأسرة في الصيدلية في الربع الأول من 2026 وهي 69.1 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0763,كم قيمة زمن إنجاز تقارير الأشعة في العيادات الخارجية خلال في الربع الأول من 2026؟,OPD,العيادات الخارجية,radiology turnaround time,زمن إنجاز تقارير الأشعة,5.6,ساعة,متوسط,كم,implicit_question,factoid,single,number,information,comprehension,objective,specific_time,في الربع الأول من 2026,information_gathering,reporting,numeric_value_with_unit,زمن إنجاز تقارير الأشعة في العيادات الخارجية في الربع الأول من 2026 يساوي 5.6 ساعة، ويصنف تشغيليًا بأنه متوسط.,زمن إنجاز تقارير الأشعة في العيادات الخارجية في الربع الأول من 2026 يساوي 5.6 ساعة، ويصنف تشغيليًا بأنه متوسط.,في العام الماضي كان زمن إنجاز تقارير الأشعة في العيادات الخارجية قريبًا من 5.6 ساعة مع تغيرات موسمية.,1,0,1,0,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600763,كم قيمة زمن إنجاز تقارير الأشعة في العيادات الخارجية خلال في الربع الأول من 2026؟,كم,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,وقت محدد,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة زمن إنجاز تقارير الأشعة 5.6 ساعة ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,زمن إنجاز تقارير الأشعة في العيادات الخارجية في الربع الأول من 2026 يساوي 5.6 ساعة، ويصنف تشغيليًا بأنه متوسط.
HBI-0764,ما يظهر تقرير الأداء عن استخدام الموارد في الصيدلية اليوم في المنطقة هـ؟,PHARM,الصيدلية,resource utilization,استخدام الموارد,85.4,%,متوسط,ما,imperative_like_request,factoid,single,number,information,comprehension,objective,present,اليوم,information_gathering,reporting,numeric_value_with_unit,استخدام الموارد في الصيدلية اليوم يساوي 85.4 %، ويصنف تشغيليًا بأنه متوسط.,يجب إعادة توزيع الموارد فورًا بناءً على استخدام الموارد.,استخدام الموارد في الصيدلية اليوم يساوي 85.4 %، ويصنف تشغيليًا بأنه متوسط.,1,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600764,ما يظهر تقرير الأداء عن استخدام الموارد في الصيدلية اليوم في المنطقة هـ؟,ما,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,حاضر,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة استخدام الموارد 85.4 % ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,استخدام الموارد في الصيدلية اليوم يساوي 85.4 %، ويصنف تشغيليًا بأنه متوسط.
HBI-0765,كيف يمكن تقليل زمن إنجاز نتائج المختبر في المختبر اليوم في المنطقة د؟,LAB,المختبر,lab turnaround time,زمن إنجاز نتائج المختبر,147,دقيقة,مرتفع,كيف,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,present,اليوم,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر اليوم هي 147 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر اليوم هي 147 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر اليوم هي 147 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600765,كيف يمكن تقليل زمن إنجاز نتائج المختبر في المختبر اليوم في المنطقة د؟,كيف,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,حاضر,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في المختبر، كانت قيمة زمن إنجاز نتائج المختبر 147 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في المختبر اليوم هي 147 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0766,لماذا ارتفع نسبة عدم الحضور للمواعيد في العيادات الخارجية اليوم؟,OPD,العيادات الخارجية,no-show rate,نسبة عدم الحضور للمواعيد,27.9,%,مرتفع,ما,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,present,اليوم,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العيادات الخارجية اليوم هي 27.9 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,الوضع في العيادات الخارجية يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العيادات الخارجية اليوم هي 27.9 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,0,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600766,لماذا ارتفع نسبة عدم الحضور للمواعيد في العيادات الخارجية اليوم؟,لماذا,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,حاضر,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة نسبة عدم الحضور للمواعيد 27.9 % ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العيادات الخارجية اليوم هي 27.9 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0767,ما قيمة متوسط مدة الإقامة في غرف العمليات خلال الشهر الماضي في المنطقة ب خلال الوردية الصباحية؟,OR,غرف العمليات,length of stay,متوسط مدة الإقامة,2.9,يوم,منخفض,ما,imperative_like_request,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,متوسط مدة الإقامة في غرف العمليات الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,متوسط مدة الإقامة في غرف العمليات الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,متوسط مدة الإقامة في غرف العمليات الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600767,ما قيمة متوسط مدة الإقامة في غرف العمليات خلال الشهر الماضي في المنطقة ب خلال الوردية الصباحية؟,ما,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في غرف العمليات، كانت قيمة متوسط مدة الإقامة 2.9 يوم ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط مدة الإقامة في غرف العمليات الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.
HBI-0768,ما القرار التشغيلي المناسب إذا استمر زمن إنجاز نتائج المختبر في قسم الطوارئ للأسبوع القادم خلال الوردية الصباحية؟,ED,قسم الطوارئ,lab turnaround time,زمن إنجاز نتائج المختبر,103,دقيقة,مرتفع,أي,imperative_like_request,non_factoid,single,boolean,planning,evaluation,objective,future,للأسبوع القادم,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة زمن إنجاز نتائج المختبر في قسم الطوارئ للأسبوع القادم وهي 103 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,زمن إنجاز نتائج المختبر هو مؤشر تشغيلي يعبر عن أداء الخدمة في قسم الطوارئ.,بناءً على قيمة زمن إنجاز نتائج المختبر في قسم الطوارئ للأسبوع القادم وهي 103 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,0,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600768,ما القرار التشغيلي المناسب إذا استمر زمن إنجاز نتائج المختبر في قسم الطوارئ للأسبوع القادم خلال الوردية الصباحية؟,ما,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,مستقبل,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الطوارئ، كانت قيمة زمن إنجاز نتائج المختبر 103 دقيقة ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة زمن إنجاز نتائج المختبر في قسم الطوارئ للأسبوع القادم وهي 103 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0769,لماذا ارتفع نسبة عدم الحضور للمواعيد في العناية المركزة في الربع الأول من 2026 في المنطقة ب؟,ICU,العناية المركزة,no-show rate,نسبة عدم الحضور للمواعيد,26.7,%,مرتفع,لماذا,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,specific_time,في الربع الأول من 2026,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العناية المركزة في الربع الأول من 2026 هي 26.7 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,الوضع في العناية المركزة يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,نسبة عدم الحضور للمواعيد هو مؤشر تشغيلي يعبر عن أداء الخدمة في العناية المركزة.,0,1,1,1,1,0,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600769,لماذا ارتفع نسبة عدم الحضور للمواعيد في العناية المركزة في الربع الأول من 2026 في المنطقة ب؟,لماذا,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,وقت محدد,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العناية المركزة، كانت قيمة نسبة عدم الحضور للمواعيد 26.7 % ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العناية المركزة في الربع الأول من 2026 هي 26.7 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0770,ما السبب المحتمل لتغير نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم في المنطقة د خلال الوردية المسائية؟,OPD,العيادات الخارجية,no-show rate,نسبة عدم الحضور للمواعيد,25.9,%,مرتفع,كيف,imperative_like_request,non_factoid,single,reason,suggestion,analysis,objective,future,للأسبوع القادم,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم هي 25.9 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,الوضع في العيادات الخارجية يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,الوضع في العيادات الخارجية يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,0,0,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600770,ما السبب المحتمل لتغير نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم في المنطقة د خلال الوردية المسائية؟,ما,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,مستقبل,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة نسبة عدم الحضور للمواعيد 25.9 % ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في العيادات الخارجية للأسبوع القادم هي 25.9 %. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0771,كيف يمكن تقليل عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي؟,ED,قسم الطوارئ,staff workload,عبء العمل على الطاقم,14.5,حالة/موظف,متوسط,ما,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي هي 14.5 حالة/موظف. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي هي 14.5 حالة/موظف. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي هي 14.5 حالة/موظف. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600771,كيف يمكن تقليل عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي؟,كيف,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الطوارئ، كانت قيمة عبء العمل على الطاقم 14.5 حالة/موظف ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ عبء العمل على الطاقم في قسم الطوارئ الشهر الماضي هي 14.5 حالة/موظف. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0772,هل يظهر تقرير الأداء عن متوسط تأخر صرف الدواء في غرف العمليات اليوم؟,OR,غرف العمليات,pharmacy delay,متوسط تأخر صرف الدواء,32,دقيقة,منخفض,هل,imperative_like_request,factoid,single,number,information,comprehension,objective,present,اليوم,information_gathering,reporting,numeric_value_with_unit,متوسط تأخر صرف الدواء في غرف العمليات اليوم يساوي 32 دقيقة، ويصنف تشغيليًا بأنه منخفض.,متوسط تأخر صرف الدواء في غرف العمليات اليوم يساوي 32 دقيقة، ويصنف تشغيليًا بأنه منخفض.,متوسط تأخر صرف الدواء في غرف العمليات اليوم يساوي 32 دقيقة، ويصنف تشغيليًا بأنه منخفض.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600772,هل يظهر تقرير الأداء عن متوسط تأخر صرف الدواء في غرف العمليات اليوم؟,هل,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,حاضر,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في غرف العمليات، كانت قيمة متوسط تأخر صرف الدواء 32 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط تأخر صرف الدواء في غرف العمليات اليوم يساوي 32 دقيقة، ويصنف تشغيليًا بأنه منخفض.
HBI-0773,هل قيمة متوسط مدة الإقامة في أقسام التنويم خلال الشهر الماضي؟,WARD,أقسام التنويم,length of stay,متوسط مدة الإقامة,2.9,يوم,منخفض,هل,implicit_question,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,متوسط مدة الإقامة في أقسام التنويم الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,متوسط مدة الإقامة في أقسام التنويم الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,متوسط مدة الإقامة في أقسام التنويم الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600773,هل قيمة متوسط مدة الإقامة في أقسام التنويم خلال الشهر الماضي؟,هل,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة متوسط مدة الإقامة 2.9 يوم ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط مدة الإقامة في أقسام التنويم الشهر الماضي يساوي 2.9 يوم، ويصنف تشغيليًا بأنه منخفض.
HBI-0774,كيف يمكن تقليل زمن إنجاز نتائج المختبر في العناية المركزة اليوم؟,ICU,العناية المركزة,lab turnaround time,زمن إنجاز نتائج المختبر,132,دقيقة,مرتفع,ما,simple_interrogative,non_factoid,single,reason,suggestion,analysis,objective,present,اليوم,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في العناية المركزة اليوم هي 132 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,زمن إنجاز نتائج المختبر هو مؤشر تشغيلي يعبر عن أداء الخدمة في العناية المركزة.,الوضع في العناية المركزة يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,1,0,0,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600774,كيف يمكن تقليل زمن إنجاز نتائج المختبر في العناية المركزة اليوم؟,كيف,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,حاضر,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العناية المركزة، كانت قيمة زمن إنجاز نتائج المختبر 132 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز نتائج المختبر في العناية المركزة اليوم هي 132 دقيقة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0775,هل نحتاج إلى إعادة توزيع الموارد في قسم القلب بناءً على معدل إشغال الأسرة الشهر الماضي؟,CARD,قسم القلب,bed occupancy,معدل إشغال الأسرة,91.3,%,مرتفع,ما,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,past,الشهر الماضي,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة معدل إشغال الأسرة في قسم القلب الشهر الماضي وهي 91.3 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,الوضع في قسم القلب يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,معدل إشغال الأسرة هو مؤشر تشغيلي يعبر عن أداء الخدمة في قسم القلب.,0,1,1,1,1,0,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600775,هل نحتاج إلى إعادة توزيع الموارد في قسم القلب بناءً على معدل إشغال الأسرة الشهر الماضي؟,هل,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,ماضي,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم القلب، كانت قيمة معدل إشغال الأسرة 91.3 % ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة معدل إشغال الأسرة في قسم القلب الشهر الماضي وهي 91.3 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
